gemeinde,staat,bevoelkerung,bevoelkerung_dichte,haushalt_groesse,median_einkommen,prozent_pension,prozent_armut,prozent_arbeitslos,prozent_metro,verbrechen,haeufigkeit
Harwichtown,MA,10275,471.5,2.28,28259,31.37,5.57,8.97,0.45,raubüberfall,5
MenloParkcity,CA,28040,2689.9,2.37,50468,15.74,6.47,3.23,3.66,raubüberfall,68
Kilgorecity,TX,11066,895.6,2.54,24644,17,13.89,7.02,0,raubüberfall,21
Glassboroborough,NJ,15614,1635.9,3.11,34218,19.59,14.31,8.11,2.53,raubüberfall,23
SanJuancity,TX,10815,2846.1,3.88,14292,6.24,38.95,13.29,1.47,raubüberfall,8
Swampscotttown,MA,13650,4320.7,2.59,50191,17.76,3.87,4.36,9.65,raubüberfall,4
LosGatostown,CA,27357,2544.4,2.43,57815,13.72,4.65,2.92,1.27,raubüberfall,12
Denisoncity,TX,21505,940.1,2.47,21949,14.36,15.37,7.26,0,raubüberfall,27
Bakersfieldcity,CA,174820,1837.3,2.8,32154,12.66,15,7.1,1.24,raubüberfall,568
Newarkcity,NJ,275221,11153.6,3.01,21650,10.53,26.34,14.71,24.89,raubüberfall,5892
EastOrangecity,NJ,73552,18091.3,2.7,26810,12.17,17.71,11.76,25.57,raubüberfall,1129
Baytowncity,TX,63850,1969.2,2.85,30151,13.39,16.08,7.87,0.17,raubüberfall,106
Metuchenborough,NJ,12804,4511,2.59,53226,18.08,2.9,3.14,11.91,raubüberfall,12
Kentcity,OH,28835,3194.9,3.27,21463,13.52,27.49,6.9,3.15,raubüberfall,26
Cypresscity,CA,42655,6221.6,2.99,50981,15.41,4.46,4.48,0.58,raubüberfall,57
Westfieldcity,MA,38372,795,2.78,33498,18.47,8,5.15,1.16,raubüberfall,14
Cadillaccity,MI,10104,1458.4,2.53,21170,20.12,15.52,12.11,0.21,raubüberfall,2
Arlingtontown,MA,44630,8311,2.37,43309,19.16,4.63,4.47,16.77,raubüberfall,11
PaloAltocity,CA,55900,2278.3,2.31,55333,16.09,4.65,2.4,2.64,raubüberfall,61
Spartatownship,NJ,15157,391.2,2.92,63032,14.69,1.9,3.85,3.11,raubüberfall,1
DeerParkcity,TX,27652,2574.7,3.13,46199,10.43,5.17,5.29,0.05,raubüberfall,8
Newberrytownship,PA,12003,380.8,2.77,35005,13.44,2.7,2.96,0.06,raubüberfall,0
SouthElMontecity,CA,20850,6959.3,4.37,27074,9.78,21.19,11.49,4.9,raubüberfall,109
Stephenvillecity,TX,13502,1605.9,2.45,18346,16.68,22.14,7.18,0,raubüberfall,3
Cudahycity,CA,22817,20014.9,4.34,22279,6.34,27.54,10.24,8.95,raubüberfall,69
Lincolntownship,MI,13604,732.3,2.6,37771,14.84,3.48,3.6,0,raubüberfall,0
Albanycity,CA,16327,9255.7,2.27,34836,14.16,9.59,2.96,17.5,raubüberfall,42
Ewingtownship,NJ,34185,2151.6,2.82,43191,23.96,3.31,3.82,2.36,raubüberfall,38
LaMiradacity,CA,40452,4974.4,3.18,47143,20.19,3.89,4.57,0.77,raubüberfall,83
Swataratownship,PA,19661,1435.5,2.58,33817,23.75,6.6,3.75,2.48,raubüberfall,24
Totowaborough,NJ,10177,2458.9,2.94,46309,20.43,3.09,3.91,2.17,raubüberfall,6
WestCaldwelltownship,NJ,10422,1992.3,2.94,65920,18.07,1.01,2.03,4.88,raubüberfall,5
Troycity,MI,72884,2098,2.79,55407,13.48,2.83,3.19,0.16,raubüberfall,28
Danvillecity,CA,31306,1708.1,2.83,74472,14.74,2.1,2.41,4.05,raubüberfall,5
Centervillecity,OH,21082,2274.5,2.53,45424,19.72,3.74,2.44,1.39,raubüberfall,7
Rostravertownship,PA,11224,336.8,2.6,25615,26.3,10.86,10.57,0.97,raubüberfall,2
Lyndhursttownship,NJ,18262,3792.6,2.55,41000,20.67,3.87,4.55,8.37,raubüberfall,10
Somervillecity,MA,76210,17893,2.51,32455,14.54,11.47,6.33,27.93,raubüberfall,123
NorthBergentownship,NJ,48414,8999.6,2.55,33488,12.94,9.49,7.69,21.37,raubüberfall,80
Bloomfieldtownship,MI,42473,1642.9,2.7,84441,16.43,1.42,2.08,0.28,raubüberfall,20
Marshallcity,TX,23682,952.2,2.75,19077,13.6,25.49,8.43,0.06,raubüberfall,36
Killeencity,TX,63535,2215.9,2.73,22468,15.7,14.5,9.52,0.09,raubüberfall,223
Clintontownship,MI,85866,2939.4,2.65,39215,17.47,5.65,6.03,0.55,raubüberfall,64
Friendswoodcity,TX,22814,1061.7,2.94,50492,12.6,2.94,3.72,0.85,raubüberfall,9
SanGabrielcity,CA,37120,8664.8,3.04,32559,12.92,15.17,6.15,4.86,raubüberfall,164
SanLuisObispocity,CA,41958,4363.4,2.48,25982,15.36,27.39,5.68,2.03,raubüberfall,32
Bedfordcity,TX,43762,4219.2,2.49,42453,9.09,3.56,3.53,0.03,raubüberfall,23
BigRapidscity,MI,12603,2044.6,3.87,14990,11.65,44.45,11.35,0.34,raubüberfall,9
Grovescity,TX,16513,3058,2.64,31053,20.02,8.58,4.93,0,raubüberfall,14
Longviewcity,TX,70311,1297.6,2.58,25377,12.57,16.98,7.22,0.13,raubüberfall,198
RoundRockcity,TX,30923,1561.8,2.93,33228,9.1,9.05,4.03,0.22,raubüberfall,15
Northvilletownship,MI,17313,1015.5,2.82,55465,18.12,1.58,3.19,0.3,raubüberfall,3
Hendersoncity,TX,11139,985.4,2.6,23238,15.99,20.24,7.72,0.17,raubüberfall,24
Bethlehemtownship,PA,16425,1087.2,2.87,42235,22.17,2.88,2.87,0.42,raubüberfall,4
WestWindsortownship,NJ,16021,594.6,2.99,76907,8.49,3.32,2.85,17.87,raubüberfall,7
SantaBarbaracity,CA,85571,4371.2,2.49,33667,14.9,12.68,4.6,3.95,raubüberfall,159
Moorparkcity,CA,25494,2007.4,3.35,60368,8.55,4.29,3.58,0.23,raubüberfall,12
WestOrangetownship,NJ,39103,3115.4,2.64,49777,16.47,4.14,4.03,7.75,raubüberfall,65
Madisonborough,NJ,15850,3651.4,2.94,56478,18.17,3.74,3.51,7.11,raubüberfall,4
Brooklinetown,MA,54718,7778.6,2.25,45598,10.91,8.61,4.8,28.71,raubüberfall,72
Scituatetown,MA,16786,942.9,2.78,52044,20.39,3.91,4.75,5.38,raubüberfall,1
BellGardenscity,CA,42355,16265.4,4.58,23819,8.47,26.08,13.37,6.68,raubüberfall,214
Lufkincity,TX,30206,1236.1,2.69,22357,14.47,20.94,6.37,0.41,raubüberfall,53
EastWindsortownship,NJ,22353,1378.1,2.61,49849,9.86,2.82,3.37,9.47,raubüberfall,6
FountainValleycity,CA,53691,5813.2,3.08,56255,13.08,3.54,3.96,0.95,raubüberfall,88
Kingstonborough,PA,14507,6527.6,2.32,25482,18.71,9.08,4.06,1.72,raubüberfall,4
Gilroycity,CA,31487,2962.6,3.31,40955,11.92,12.9,7.82,1.37,raubüberfall,40
Bristolborough,PA,10405,5793.4,2.63,26265,19,10.36,8.35,3.07,raubüberfall,27
Muskegoncity,MI,40283,2704.3,2.73,18748,18.32,26.51,11.24,1.17,raubüberfall,142
FortLeeborough,NJ,31997,12212.6,2.1,46395,13.67,5.99,4.77,20.57,raubüberfall,52
Summittownship,MI,21130,695.4,2.63,35151,20.97,6.61,5.11,0.14,raubüberfall,6
NorthRichlandHillscity,TX,45895,2430.4,2.72,38354,10.75,5.05,4.38,0.08,raubüberfall,44
Wataugacity,TX,20009,4728,3.22,41096,7.13,2.07,3.25,0,raubüberfall,17
Gloucestercity,MA,28716,1067.4,2.48,32690,15.11,7.53,6.75,2.73,raubüberfall,4
Claremontcity,CA,32503,2850.1,3.1,53479,19.64,5.28,4.22,0.72,raubüberfall,55
Brooklyncity,OH,11706,2638.6,2.27,26818,25.99,5.48,4.01,4.17,raubüberfall,11
MountMorristownship,MI,25198,774.3,2.82,26634,21.09,23.38,14.01,0.91,raubüberfall,70
Cantoncity,OH,84161,4017,2.52,19807,19.92,21.86,11.23,2.45,raubüberfall,537
Amherstcity,OH,10332,1417.6,2.74,37695,21.78,4.52,4.96,0.15,raubüberfall,8
SierraMadrecity,CA,10762,3458.2,2.32,46502,14.38,5.24,2.43,1.69,raubüberfall,2
UpperAllentownship,PA,13347,973,3.01,43598,18.07,1.75,3.42,0.58,raubüberfall,0
Sangercity,CA,16839,3528.7,3.48,24470,11.75,21.04,15.72,0,raubüberfall,8
PleasantHillcity,CA,31585,4489.1,2.43,46885,16.51,3.63,3.2,10.45,raubüberfall,58
Pottsvillecity,PA,16603,3811.2,2.46,21135,16.73,15.36,7.2,0.82,raubüberfall,3
ElCentrocity,CA,31384,4849.2,3.26,25147,12.04,23.25,13.9,0.6,raubüberfall,82
WestGoshentownship,PA,18082,1464.3,2.79,51265,12.47,1.98,2.23,2.69,raubüberfall,4
Angletoncity,TX,17140,1703.8,2.88,32098,12.6,9.65,5.2,0,raubüberfall,19
Pacificacity,CA,37670,2877.3,2.82,47533,13.55,4.52,3.35,8.6,raubüberfall,21
Wyandottecity,MI,30938,5625.1,2.51,28312,24.32,9.73,8.07,1.75,raubüberfall,17
Bellevilletownship,NJ,34213,9872.2,2.56,38507,17.61,5.19,5.16,8.86,raubüberfall,61
Youngstowncity,OH,95706,2747.9,2.58,17060,24.21,29.04,15.6,2.43,raubüberfall,771
Phillipsburgtown,NJ,15757,4716,2.55,27289,20.44,10.88,6.47,1.19,raubüberfall,4
GarfieldHeightscity,OH,31739,4237.5,2.54,28694,24.39,5.89,5.9,6.27,raubüberfall,45
Lindenwoldborough,NJ,18734,4583.1,2.36,31793,9.9,7.82,6.25,13,raubüberfall,47
Roselleborough,NJ,20314,7422.5,2.67,40431,17.65,5.31,7.62,9.49,raubüberfall,47
Pleasantvillecity,NJ,16027,2663.9,2.72,30037,15.09,12.03,8.58,14.26,raubüberfall,91
Lompoccity,CA,37649,3233.3,3.01,31702,17.83,15.07,7.34,0.41,raubüberfall,48
Gardenacity,CA,49847,9109.5,2.75,33063,12.46,9.78,5.88,3.69,raubüberfall,639
SanRamoncity,CA,35303,2992.8,2.75,63607,9.53,1.75,2.77,1.9,raubüberfall,11
Orangecity,TX,19381,873,2.62,22664,19.75,22.73,8.22,0,raubüberfall,94
Palmdalecity,CA,68842,856.1,3.14,41974,11.24,8.87,6.92,0.89,raubüberfall,250
Bellcity,CA,34365,12958.1,3.81,22515,9.15,26.13,12.37,9.79,raubüberfall,166
Bridgetoncity,NJ,18942,2937.8,2.82,21897,17.84,25.11,9.96,3.8,raubüberfall,135
LowerSalfordtownship,PA,10735,717.3,2.89,45262,10.05,3.81,1.97,1.04,raubüberfall,0
Oceansidecity,CA,128398,3047.5,2.75,33453,23.1,10.07,6.82,4.03,raubüberfall,446
Tracycity,CA,33558,3378.8,2.99,40256,12.86,7.39,7.28,0.5,raubüberfall,27
Eulesscity,TX,38149,2295.9,2.47,34950,7.93,5.4,4.14,0.2,raubüberfall,31
SanDiegocity,CA,1110549,3308.5,2.73,33686,16.22,13.38,5.72,4.41,raubüberfall,4651
Logantownship,PA,12381,256.2,2.77,25500,17.01,7.47,6.24,0.23,raubüberfall,4
SanAntoniocity,TX,935933,2712.7,2.86,23584,16.21,22.64,8.92,5,raubüberfall,2979
GrandHavencity,MI,11951,1995.8,2.5,28989,19.27,9.61,5.59,0.73,raubüberfall,1
SantaRosacity,CA,113313,3245.3,2.48,35237,19.16,8.3,4.62,2.34,raubüberfall,197
Placentiacity,CA,41259,6042.6,3.09,50945,12.71,7.74,4.31,1.35,raubüberfall,44
DeWitttownship,MI,10448,303.2,2.59,35828,21.49,6.52,4.53,0,raubüberfall,6
LaMarquecity,TX,14120,956.1,2.67,27914,18.21,15.47,9.79,0,raubüberfall,16
Texarkanacity,TX,31656,1451.3,2.54,21745,17.96,21.82,8.24,0.11,raubüberfall,102
BuenaParkcity,CA,68784,6257.6,3.1,41435,14.03,8.03,5.7,1.64,raubüberfall,203
EaglePasscity,TX,20651,4190.5,3.52,13060,10.06,46.12,19.01,1.25,raubüberfall,15
Uniontownship,NJ,50024,5298.9,2.65,42665,21.42,3.89,4.56,5.66,raubüberfall,140
Westlandcity,MI,84724,3996.4,2.56,34995,16.72,7.11,6.26,0.47,raubüberfall,96
PortNechescity,TX,12974,1373.8,2.63,36171,14.35,7.5,5.84,0.35,raubüberfall,5
SouthWhitehalltownship,PA,18261,1027.8,2.8,43968,18.09,1.79,2.65,1.09,raubüberfall,8
Duartecity,CA,20688,2768.7,3.17,37695,11.03,7.82,6.41,3.15,raubüberfall,42
Canyoncity,TX,11365,2214.5,2.72,23184,13.82,17.28,5.8,0,raubüberfall,0
Livingstontownship,NJ,26609,1850.4,3.03,74401,16.15,1.36,2.55,6.69,raubüberfall,4
Warringtontownship,PA,12169,852.9,2.89,47284,10.23,2.23,3.88,2.15,raubüberfall,1
Cupertinocity,CA,40263,3771.4,2.62,64587,11.92,3.16,2.75,1.7,raubüberfall,43
Turlockcity,CA,42198,4248.7,2.87,27293,12.56,13.23,8.77,0.47,raubüberfall,68
Passaiccity,NJ,58041,18056.6,3.1,26669,11.08,17.02,10.94,12.48,raubüberfall,382
Concordcity,CA,111348,3646.5,2.65,41675,15.16,6.69,4.58,10.08,raubüberfall,210
Cumrutownship,PA,13142,614.6,2.42,37161,15.39,3.52,2.32,1.16,raubüberfall,8
Birminghamcity,MI,19997,4038.2,2.19,57573,14.54,2.3,3.02,0.39,raubüberfall,11
WestHempfieldtownship,PA,12942,661.1,2.87,38527,14.87,7.54,2.54,0.32,raubüberfall,1
TwentyninePalms-MorongoValle,CA,58362,16.3,2.77,21603,21.35,15.23,7.16,0.4,raubüberfall,28
HazelParkcity,MI,20051,6866.8,2.75,26615,18.56,14.22,11.35,0.68,raubüberfall,57
Westwoodborough,NJ,10446,4347.4,2.55,46866,17.38,2.34,3.65,10.27,raubüberfall,3
Walltownship,NJ,20244,638.3,2.75,46301,19.23,2.09,4.45,2.08,raubüberfall,7
Rocklincity,CA,19033,1456.9,2.69,40417,15.66,5.61,4.44,1.17,raubüberfall,8
Mentorcity,OH,47358,1707.4,2.83,42095,17.74,2.87,3.86,0.4,raubüberfall,15
Millvillecity,NJ,25992,592.4,2.7,31266,19.99,11.53,6.41,1.56,raubüberfall,69
Hollistontown,MA,12926,666.9,3.02,58018,10.58,0.64,5.24,2.5,raubüberfall,0
Hampdentownship,PA,20384,1107.2,2.71,44250,19,2.06,2.13,0.34,raubüberfall,3
Somervilleborough,NJ,11632,4755.5,2.56,39667,19.52,5.73,5.46,3.16,raubüberfall,13
Edisontownship,NJ,88680,2836.3,2.79,50075,13.73,3.46,4.46,10.02,raubüberfall,83
Paramusborough,NJ,25067,2308.3,3.22,58995,18.52,3.04,3.68,5.73,raubüberfall,24
Sudburytown,MA,14358,568.7,3.02,79092,12.45,1.53,2.65,2.12,raubüberfall,1
SuisunCitycity,CA,22686,6151.3,3.39,40865,15.24,9.37,7.31,1.95,raubüberfall,35
Carlisleborough,PA,18419,3278.3,2.54,26151,19.82,9.85,3.54,0.5,raubüberfall,36
Bensalemtownship,PA,56788,2745.7,2.71,38488,12.88,5.32,4.97,4.26,raubüberfall,93
Haywardcity,CA,111498,2476.9,2.78,36058,16.64,9.67,6.11,8,raubüberfall,399
SouthPlainfieldborough,NJ,20489,2365.9,3.06,51198,16.85,2.79,4.53,2.88,raubüberfall,28
Nanticokecity,PA,12267,3376.7,2.35,18974,28.37,12.18,7.49,2.83,raubüberfall,6
SouthRiverborough,NJ,13692,4687.1,2.69,37998,23.69,6.76,5.74,3.4,raubüberfall,4
Marlborotownship,NJ,27974,882.6,3.43,70039,11.71,2.77,3.89,13.08,raubüberfall,4
SantaPaulacity,CA,25062,5260.7,3.27,31605,18.36,12.15,7.66,0.63,raubüberfall,62
Walthamcity,MA,57878,4399.8,2.79,38514,15.31,6.51,6.05,5.88,raubüberfall,24
Monroviacity,CA,35761,2582.4,2.7,35684,11.53,12.37,6.2,3.44,raubüberfall,102
Beaumontcity,TX,114323,1378.4,2.64,24495,13.81,21.15,7.84,1.4,raubüberfall,683
TintonFallsborough,NJ,12361,764.2,2.8,51988,13.87,1.49,3.47,3.02,raubüberfall,5
Palestinecity,TX,18042,1005.5,2.73,21427,11.91,21.86,6.87,0.14,raubüberfall,34
Dixoncity,CA,10401,2642.5,3.06,36710,14.21,6.65,8.25,0.15,raubüberfall,14
Marysvillecity,CA,12324,3393.2,2.57,21529,19.41,16.38,11.6,0.22,raubüberfall,33
Wadsworthcity,OH,15718,1805.8,2.6,32141,19.41,7.76,5.68,0.27,raubüberfall,4
ManhattanBeachcity,CA,32063,7874,2.29,67723,12.2,3.78,2.36,0.88,raubüberfall,71
Muskegontownship,MI,15302,620.3,2.75,25058,21.79,12.29,9.63,0.45,raubüberfall,8
Freeholdtownship,NJ,24710,619,3.01,58756,15.08,1.59,3.28,8.96,raubüberfall,10
Clawsoncity,MI,13874,6085.1,2.5,36532,17.92,3.73,4.14,0.53,raubüberfall,8
Fremontcity,CA,173339,2172.1,2.88,51231,12.15,4.25,4.19,4.68,raubüberfall,135
MountPleasantcity,MI,23285,3108,3.5,19185,12.32,38.74,8.22,1.01,raubüberfall,3
Fairviewborough,NJ,10733,12274.7,2.51,32846,11.85,8.72,7.65,23.57,raubüberfall,17
SouthBrunswicktownship,NJ,25792,607.7,2.74,54305,10.35,2.94,3.5,6.38,raubüberfall,9
Trentoncity,NJ,88675,11185.6,2.88,25719,15.1,18.05,10.86,10.27,raubüberfall,717
PalmSpringscity,CA,40181,506.7,2.16,27538,16.07,12.6,5.41,3.07,raubüberfall,155
Mantecacity,CA,40773,4462.9,3.03,35083,15.32,9.88,6.97,0,raubüberfall,59
Westporttown,MA,13852,267.1,2.8,37092,16.37,4.32,7.45,0.55,raubüberfall,1
Montclaircity,CA,28434,5434.6,3.33,33084,13.41,16.75,7.57,1.8,raubüberfall,180
Vandaliacity,OH,13882,1230,2.43,34835,16.17,3.98,4.39,1.32,raubüberfall,4
Fillmorecity,CA,11992,4383,3.53,33482,14.62,13.23,6.59,0.37,raubüberfall,5
WestSpringfieldtown,MA,27537,1586.6,2.4,32194,20.77,8.34,5.2,2.01,raubüberfall,23
Antiochcity,CA,62195,3065.6,2.91,40936,14.95,9.12,6.63,2.14,raubüberfall,157
Hopewelltownship,NJ,11590,192.4,2.95,65522,19.27,1.81,2.15,2.98,raubüberfall,9
Miamisburgcity,OH,17834,1816.4,2.69,32436,19.25,7.73,4.12,1.2,raubüberfall,9
Rahwaycity,NJ,25325,6127.2,2.63,40776,19.74,6.42,5.36,7.62,raubüberfall,61
RedBankborough,NJ,10636,5733.1,2.27,36879,22.82,9.71,6.12,8.71,raubüberfall,17
Morristownship,NJ,19952,1220.4,2.81,74124,15.42,3,2.75,6.12,raubüberfall,1
SanMateocity,CA,85486,6758.9,2.41,42894,16.27,6.16,4.25,6.79,raubüberfall,119
Bedfordtownship,MI,23748,586.4,2.95,40982,17.07,4.24,5.93,0.57,raubüberfall,9
Leominstercity,MA,38145,1275.1,2.57,35974,15.81,7.18,7.11,0.74,raubüberfall,25
GlenRockborough,NJ,10883,3858.7,2.83,65976,19.48,1.54,2.24,13.55,raubüberfall,3
Watertowntown,MA,33284,7816.8,2.35,43490,17.3,5.64,4.59,16.45,raubüberfall,15
Freeholdborough,NJ,10742,5191.4,2.8,40327,16.74,8.11,6.58,5.05,raubüberfall,25
Daviscity,CA,46209,5282.2,2.58,29044,10.77,25.47,5.43,3.34,raubüberfall,22
Lynwoodcity,CA,61945,12310.2,4.38,25961,10.92,21.84,12.46,6.21,raubüberfall,676
Berkeleycity,CA,102724,9483.4,2.36,29737,12.99,17.54,5.62,16.28,raubüberfall,815
Burlingtontownship,NJ,12454,892.5,2.8,39618,19.03,4.95,4.56,3.49,raubüberfall,10
Perkinstownship,OH,10793,402.5,2.9,38725,20.01,4.97,3.91,0.26,raubüberfall,14
Ontariocity,CA,133179,3498.5,3.31,35788,11.11,13.56,7.32,0.91,raubüberfall,642
Garfieldcity,NJ,26727,12109,2.44,31649,15.93,7.41,6.34,4.68,raubüberfall,19
Pampacity,TX,19959,2207.9,2.51,24472,14.97,14.29,5.71,0.07,raubüberfall,16
Maldencity,MA,53884,10219.2,2.46,34344,16.26,7.55,7.65,24.37,raubüberfall,76
Deptfordtownship,NJ,24137,1332.2,2.82,38250,19.34,5.22,5.09,3.28,raubüberfall,41
Manchestertownship,NJ,35976,420.4,1.94,22649,45.31,4.63,6.7,1.29,raubüberfall,1
SterlingHeightscity,MI,117810,3103.2,2.89,46470,15.39,3.55,5.05,0.45,raubüberfall,43
AllenParkcity,MI,31092,4282.6,2.58,39925,28.74,3.26,5.48,0.88,raubüberfall,20
Hamptontownship,PA,15568,937.4,2.9,45538,16.49,2.54,3.23,3.39,raubüberfall,1
Hazletoncity,PA,24730,3994.6,2.34,20927,21.07,13.48,6.05,1.43,raubüberfall,7
Bayonnecity,NJ,61444,10545.1,2.43,31954,21.85,8.79,5.88,17.23,raubüberfall,105
Lynncity,MA,81245,7251.7,2.57,28553,17.7,15.91,9.34,8.92,raubüberfall,371
Concordtown,MA,17076,661.4,3,69917,18.07,3.26,3.96,5.9,raubüberfall,0
Woodbridgetownship,NJ,93086,3898.9,2.78,45516,19,3.04,4.85,6.92,raubüberfall,108
Bellflowercity,CA,61815,9811.9,2.7,32711,12.98,9.62,5.88,2.49,raubüberfall,383
Clarktownship,NJ,14629,3249.7,2.65,50095,29.68,1.81,4.08,4.19,raubüberfall,7
Weslacocity,TX,21877,2515.8,3.32,17645,13.55,35.49,17.59,0.4,raubüberfall,14
OakParkcity,MI,30462,5867.1,2.8,36090,13.15,10.85,6.17,1.59,raubüberfall,77
Aberdeentownship,NJ,17038,2957.6,2.89,50448,14.76,3.18,5.16,12.82,raubüberfall,10
Gatesvillecity,TX,11492,1349.5,4.51,19836,22.73,13.13,8.83,0,raubüberfall,1
Lexingtontown,MA,28974,1705.3,2.76,67389,20.15,2.63,3.48,4.91,raubüberfall,1
Rosevillecity,CA,44685,1443.7,2.69,39975,16.83,6.83,4.99,0.93,raubüberfall,56
PicoRiveracity,CA,59177,7160.8,3.7,34383,14.82,11.61,8.44,3.56,raubüberfall,203
Moontownship,PA,19631,799.4,2.72,42016,15.3,6.2,4.14,2.81,raubüberfall,4
WhiteSettlementcity,TX,15472,3057.7,2.76,25149,13.31,12.77,5.53,0.42,raubüberfall,14
Framinghamtown,MA,64989,2497.3,2.59,42948,15.11,5.96,6.42,2.81,raubüberfall,36
ElSegundocity,CA,15223,2648.4,2.25,46352,12.82,4.25,3.32,0.72,raubüberfall,33
Nacogdochescity,TX,30872,1194.9,2.73,15917,11.25,31.53,7.18,0.21,raubüberfall,40
Dentoncity,TX,66270,1215.2,2.58,23156,10.78,20.65,6.07,0.14,raubüberfall,102
Odessacity,TX,89699,2448.1,2.73,24346,10.55,19.36,7.55,0.02,raubüberfall,146
Taylorcity,TX,11472,1029.1,2.77,21160,12.76,21.88,7.44,0.65,raubüberfall,5
Orangecity,CA,110658,4577.2,3.01,46539,13.65,7.99,4.57,2.59,raubüberfall,234
Portsmouthcity,OH,22676,2032.3,2.35,15732,19.27,27.97,11.52,0,raubüberfall,33
Campbellcity,CA,36048,6202.3,2.36,42489,10.96,5.76,3.42,2.38,raubüberfall,44
Woodburycity,NJ,10904,5058.5,2.62,28993,19.72,12.38,8.18,4.06,raubüberfall,26
Montereycity,CA,31954,3667.8,2.52,34727,14.4,6.58,2.23,2.65,raubüberfall,61
Norwoodcity,OH,23674,7380.6,2.44,22191,18.86,13.19,6.82,4.33,raubüberfall,61
Medfordcity,MA,57407,6809.5,2.63,38859,18.38,6.93,5.8,16.88,raubüberfall,36
Bexleycity,OH,13088,5142.2,2.75,48125,14.08,5.26,2.61,2.83,raubüberfall,33
Maderacity,CA,29281,2741.7,3.2,21401,14.84,26.93,17,0,raubüberfall,137
Nortontown,MA,14265,479.7,3.07,43861,12.88,5.5,5.01,2.89,raubüberfall,0
RanchoCucamongacity,CA,101409,2589.1,3.01,46193,10.58,5.47,4.87,0.51,raubüberfall,215
Adriancity,MI,22097,3089.6,2.95,24788,15.49,20.65,8.37,0.49,raubüberfall,8
Dearborncity,MI,89286,3536.9,2.52,34909,23.74,10.78,6.24,1.59,raubüberfall,187
OilCitycity,PA,11949,2553.6,2.45,20411,22.39,18.26,7.84,0.54,raubüberfall,2
Frasercity,MI,13899,3202.5,2.68,36644,15.52,5.38,5.67,0.58,raubüberfall,12
Tallmadgecity,OH,14870,1063.3,2.67,36979,23,5.37,5.36,0.78,raubüberfall,10
Springtownship,PA,18899,1000.4,2.63,41491,21.31,2.61,2.61,0.83,raubüberfall,2
Kellercity,TX,13683,721.2,3.05,55050,9.23,2.55,2.9,0.09,raubüberfall,4
DalyCitycity,CA,92311,11859.1,3.18,41533,15.37,7.18,5.43,19.13,raubüberfall,165
Fitchburgcity,MA,41194,1432.3,2.68,27101,17.91,14,9.19,1.65,raubüberfall,83
Selmacity,CA,14757,3760.7,3.24,21198,14.13,24.12,17.23,0,raubüberfall,30
NorthAndovertown,MA,22792,824.9,2.89,51692,15.81,2.84,4.45,2.06,raubüberfall,7
LaVernecity,CA,30897,3827.7,2.88,46587,16.71,4.42,3.94,1.75,raubüberfall,34
Carteretborough,NJ,19025,4209.8,2.88,40268,21.49,8.35,6.58,3.92,raubüberfall,26
McKinneycity,TX,21283,462.7,2.8,27236,10.3,17.47,5.86,0.15,raubüberfall,24
Columbiaborough,PA,10701,4299,2.54,23534,17.47,10.77,5.25,1.71,raubüberfall,12
Perrytownship,OH,17215,1049,2.52,25322,19.99,12.36,5.64,0.07,raubüberfall,19
Northamptontownship,PA,35406,1322.9,3.19,59285,12.88,1.55,2.76,3.63,raubüberfall,1
BentonHarborcity,MI,12818,2813.4,2.96,8866,9.58,58,28.94,2.6,raubüberfall,160
PortHuroncity,MI,33694,4061.5,2.56,21522,15.63,22.12,10.79,0.97,raubüberfall,54
Carlsbadcity,CA,63126,1617.6,2.53,45739,19.15,6.84,4.81,2.72,raubüberfall,96
Napacity,CA,61842,3425.8,2.59,35479,22.79,7.73,4.78,1.59,raubüberfall,43
DiamondBarcity,CA,53672,3433.5,3.18,60651,7.98,3.48,3.55,0.89,raubüberfall,67
JerseyCitycity,NJ,228537,14826.6,2.77,29054,12.14,18.88,10.83,37.29,raubüberfall,2500
Conroecity,TX,27610,1272.4,2.76,23634,10.55,18.78,5.87,0.61,raubüberfall,88
Reddingcity,CA,66462,1252.4,2.55,25828,18.31,14.31,8.74,0.86,raubüberfall,114
Templecity,TX,46109,1035.9,2.54,23194,15.93,19.16,6.66,0.09,raubüberfall,89
UpperGwyneddtownship,PA,12197,1445.4,2.94,56543,13.29,1.28,2.09,3.35,raubüberfall,3
Doylestowntownship,PA,14510,901.4,3.19,52212,17.38,2.22,2.34,1.99,raubüberfall,1
Foxboroughtown,MA,14637,703.5,2.78,45405,17.45,4.5,4.97,4.71,raubüberfall,1
HighlandParkcity,MI,20121,6524.3,2.5,9805,16.65,42.36,31.23,20.94,raubüberfall,281
Brecksvillecity,OH,11818,581.7,2.77,53396,21.55,2.26,3.78,3.52,raubüberfall,1
Wilbrahamtown,MA,12635,548.8,2.82,50275,20.24,3.5,4,1.33,raubüberfall,3
Schertzcity,TX,10555,454.6,2.76,31768,28.61,11.42,5.62,0.09,raubüberfall,10
NorthRidgevillecity,OH,21564,889.4,3.02,41095,13.7,4.1,4.15,1.06,raubüberfall,2
Planocity,TX,128713,1875.4,2.9,53905,6.9,3.34,2.88,1.22,raubüberfall,90
Saginawtownship,MI,37684,1475.7,2.46,36289,19.49,5.58,5.76,0.08,raubüberfall,21
BalchSpringscity,TX,17406,2086,3.15,28734,8.11,13.67,5.17,1.05,raubüberfall,36
