preis,schlafzimmer,badezimmer,qf_wohnraum,qf_parzelle,stoecke,ufer,qf_dachstock,qf_keller,baujahr,postleitzahl
900000,3,3.25,2620,7215,1,0,1770,850,1980,98004
449950,3,2.25,1610,5159,2,0,1610,0,1985,98029
259000,4,1.5,1490,7560,2,0,1490,0,1966,98198
340000,3,2.25,1900,8125,1,0,1540,360,1969,98058
785000,4,2.5,3440,56192,2,0,3440,0,1994,98053
490000,2,1,1840,3300,1.5,0,1130,710,1910,98107
344950,4,2,2330,6250,1,0,1400,930,1941,98030
950000,3,2,2250,2975,2,0,1880,370,1905,98112
810000,4,1.75,2000,3988,1,0,1000,1000,1958,98116
998160,2,2.5,3010,16050,1,0,1260,1750,1976,98006
377000,3,1.75,1680,7389,1,0,1150,530,1979,98056
595000,3,2,1530,6773,1,0,1530,0,1984,98033
313300,2,1,970,4800,1,0,970,0,1911,98116
360000,5,1.75,1550,5225,1.5,0,1550,0,1941,98108
188000,3,1.75,1660,7350,1,0,1660,0,1979,98023
755000,3,2.5,3680,203860,1.5,0,3680,0,1994,98014
1289000,5,3.5,3210,4060,2,0,2290,920,1917,98117
455000,3,1,1480,13280,2.5,0,1480,0,1940,98027
817500,5,3.5,3600,9312,2,0,2680,920,2005,98052
550000,3,2.25,1700,1481,3,0,1700,0,2002,98103
260000,3,1.75,1680,8725,1,0,1240,440,1978,98023
320000,3,2,1550,34175,1.5,0,1550,0,1999,98045
1153000,3,3.25,3780,10623,1,0,2650,1130,1999,98006
362000,4,2.5,2360,7370,1,0,1460,900,1985,98125
503500,3,2.5,1810,1750,2,0,1350,460,1997,98199
653000,3,2.5,2290,3475,2,0,2290,0,2006,98029
760000,4,2.75,3370,12447,2,0,3370,0,1991,98077
775000,4,1.75,2090,5050,1,0,1090,1000,1916,98117
1339000,4,3.75,2130,34689,1.5,1,2130,0,1955,98136
417500,5,1.75,2060,10911,1,0,1360,700,1954,98177
525000,3,1.5,1560,9350,1,0,1220,340,1969,98052
217000,2,1,730,2400,1,0,730,0,1934,98198
525000,4,2.75,2910,6308,1,0,1640,1270,1985,98011
442500,4,2.25,2490,8700,1,0,1890,600,1976,98155
525000,4,1.75,1710,10440,1,0,1710,0,1955,98006
425500,4,1.75,1520,10630,1,0,1520,0,1967,98034
710000,3,2.75,2930,218235,2,0,2930,0,1990,98024
545000,4,3,3160,10948,1,0,1930,1230,1991,98070
410000,5,2.75,2910,16410,1.5,0,2910,0,1967,98058
245000,3,2.25,1700,8100,1,0,1200,500,1980,98038
194900,2,1,810,6697,1,0,810,0,1923,98002
284000,4,2.5,2000,5390,2,0,2000,0,2003,98042
280000,2,1.75,1894,52769,1.5,0,1520,374,1936,98001
280000,3,1.75,2080,87991,1,0,1040,1040,1970,98014
360000,4,2,1730,5500,1,0,1010,720,1943,98106
405000,2,1,720,4323,1,0,720,0,1942,98199
865000,4,2.5,3560,13981,2,0,3560,0,2000,98075
483300,4,2,1210,11100,1,0,1210,0,1955,98006
355000,4,2.5,2130,9268,2,0,2130,0,1985,98092
274950,3,2.25,1570,8767,1,0,1180,390,1990,98038
1925000,3,4.5,3950,6134,2,0,2880,1070,1998,98199
755000,3,3.25,3450,15586,2,0,2690,760,1989,98166
1940000,4,5.75,7220,223462,2,0,6220,1000,2000,98053
309212,3,1.75,1150,9600,1,0,1150,0,1979,98045
219950,3,2.25,1500,7615,1,0,1150,350,1984,98023
690000,3,2.5,1300,5150,1.5,0,1300,0,1920,98117
250800,3,1.75,1290,4000,1,0,1170,120,1943,98106
557500,3,2,2510,35255,1,0,2510,0,1994,98038
941000,4,1.75,2320,3825,1.5,0,1820,500,1926,98105
3650000,6,4.75,5480,19401,1.5,1,3910,1570,1936,98105
305000,4,2.75,2030,8600,1,0,1230,800,1977,98042
815000,4,1.5,2060,16110,1,0,2060,0,1949,98004
1015000,3,2.5,2920,34527,1,0,1800,1120,1954,98116
1240000,4,3,3330,6990,1.5,0,2330,1000,1928,98144
535000,3,2.5,2110,8164,2,0,2110,0,1990,98056
775000,3,1,1175,10454,1,0,1175,0,1949,98004
255000,3,2,1590,8670,1,0,1590,0,1994,98042
327000,2,1,1070,9750,1,0,1070,0,1947,98155
560000,4,2,2720,8819,2,0,2240,480,1976,98003
1339000,4,3.5,2980,6349,2,0,2980,0,1998,98033
199500,3,1.75,1160,5200,1,0,1160,0,1977,98042
760000,4,2.5,3580,97574,2,0,3580,0,2004,98038
439000,3,2.25,3020,6000,3,0,1980,1040,1994,98108
527000,4,2.25,2380,5250,1,0,1410,970,1961,98008
199950,3,2.75,2270,13590,1.5,0,1300,970,1948,98022
254000,3,2.25,1660,8188,2,0,1660,0,1988,98042
393000,2,1,830,5000,1,0,830,0,1921,98103
585000,5,2.25,2480,12614,1,0,1860,620,1979,98011
450000,2,2,1900,7740,1,0,1150,750,1923,98126
565000,2,1.75,1670,4008,1,0,1670,0,2005,98029
330000,5,2.25,2000,7900,1,0,1300,700,1986,98188
870000,3,2,2320,65340,1.5,0,2320,0,1992,98074
585000,4,2.5,1860,8117,1,0,1460,400,1966,98008
500000,3,2.5,2110,208737,2,0,2110,0,1977,98092
225000,3,2,1400,7384,1,0,1150,250,1979,98058
295000,3,2,1400,7384,1,0,1150,250,1979,98058
775000,3,2.75,2850,14800,1,0,1920,930,1976,98006
280000,3,1,1370,11050,1,0,1370,0,1981,98045
539000,3,2.5,2170,3200,1.5,0,1280,890,1923,98103
567500,3,1.75,2570,14033,1,0,2570,0,1953,98166
442500,4,2.25,1970,7902,1,0,1310,660,1960,98125
598200,5,3.75,2980,4635,3,0,2980,0,1997,98118
610000,4,2.5,2300,10843,2,0,2300,0,1955,98033
544900,3,2.5,1990,4936,2,0,1990,0,2004,98075
557500,4,2.5,2390,38258,2,0,2390,0,2001,98072
532500,3,2.5,2160,7500,1,0,1430,730,1979,98074
1350000,4,3.25,3300,15907,2,0,3300,0,1985,98040
750000,3,2,1840,2825,1,0,1040,800,1920,98112
530000,3,2.5,2030,10958,2,0,2030,0,1983,98052
346100,3,2.5,1400,2036,2,0,1400,0,2003,98136
260000,4,2.25,2320,16800,2,0,2320,0,1977,98092
365000,3,1.75,1410,9150,1,0,1410,0,1959,98006
615000,3,2,1860,42800,1,0,930,930,1983,98075
318400,4,2.5,1820,6916,2,0,1820,0,1994,98038
498500,4,2.5,1910,7172,2,0,1910,0,1993,98155
450000,3,1.75,1540,7490,1,0,1540,0,1971,98034
200000,3,2,1430,7905,1,0,1430,0,1988,98092
234000,3,1,1010,8906,1,0,1010,0,1968,98042
121800,2,1,940,8384,1,0,940,0,1947,98146
805000,3,2.75,2600,5875,1.5,0,1600,1000,1929,98116
410000,4,2.25,2060,7283,1,0,1220,840,1963,98155
475000,3,2.5,1920,4534,2,0,1920,0,1986,98034
1337500,4,2.5,2900,21074,2,0,2900,0,1986,98199
269000,1,1,1020,7920,1,0,1020,0,1947,98106
573000,4,2.25,2150,9520,2,0,2150,0,1979,98052
330000,3,2.5,1660,2890,2,0,1660,0,2001,98108
252750,4,1,1230,7410,1.5,0,1230,0,1944,98166
745000,2,2.5,2170,7546,1,0,2170,0,2007,98053
280000,3,2,1280,7633,1,0,1280,0,1991,98038
535000,4,2.5,2240,6920,1,0,1380,860,1974,98146
580000,4,1.5,1780,5100,1,0,1320,460,1953,98115
301000,3,1.75,1840,7200,1,0,1220,620,1968,98055
600000,4,1.75,1740,7700,1,0,1740,0,1968,98008
538900,5,3,3040,6604,2,0,3040,0,2005,98106
366000,3,2.5,2370,4375,2,0,2370,0,2006,98038
303000,4,2.5,2100,6783,2,0,2100,0,2003,98042
432000,3,2.25,1470,1578,2,0,1090,380,2007,98136
300000,2,1.5,1300,6120,1,0,820,480,1945,98146
908800,3,3,3420,7826,2,0,2430,990,1939,98144
500000,3,1.5,1190,4750,1,0,970,220,1940,98107
254000,5,2,2080,16117,1,0,1740,340,1959,98001
470000,5,1.5,2180,4268,1.5,0,1340,840,1924,98117
480000,3,2,1460,7860,1,0,1460,0,1967,98008
536000,3,1.75,1530,8503,1,0,1150,380,1983,98033
1349000,4,3.5,4740,8611,2,0,3640,1100,2006,98027
550000,3,2.25,1980,40887,1,0,1980,0,1980,98052
260000,3,1.75,1710,6400,1,0,1240,470,1976,98023
284900,2,1.5,1160,982,2,0,890,270,2006,98155
740000,3,2.5,2200,3000,2,0,1530,670,2002,98109
425000,2,1,1170,5000,1,0,1030,140,1920,98136
230000,3,1,1120,7500,1,0,1120,0,1965,98146
675000,3,1.5,1710,4000,2,0,1710,0,1926,98116
267500,3,1.75,1650,7807,1,0,1650,0,1986,98030
814000,4,2.5,2840,8820,1,0,1420,1420,1952,98118
1250000,4,3,3310,217800,1.5,0,3310,0,1989,98053
460000,3,2,1860,7232,1,0,1320,540,1985,98125
445000,3,2.5,2250,9608,2,0,2250,0,1994,98045
715000,3,2.5,2890,7027,2,0,2890,0,2004,98074
425000,3,1.75,2120,5992,1,0,1060,1060,1947,98125
370000,4,2.5,2130,4750,2,0,2130,0,2009,98058
302000,2,1.75,1170,8200,1,0,780,390,1937,98003
453000,4,1.75,2120,7420,1,0,1060,1060,1956,98008
290000,3,1.75,1280,10716,1,0,1280,0,1969,98059
1035000,4,2.5,3170,47502,2,0,3170,0,1988,98033
925000,4,2.25,2260,41984,1,0,2260,0,1967,98033
600000,3,1.75,2930,19876,1,0,2030,900,1993,98072
354000,3,1.5,1060,5750,1,0,1060,0,1981,98126
204950,4,1.75,1740,9344,1,0,1180,560,1978,98023
675000,4,2.5,2990,5400,2,0,2990,0,2005,98074
995000,4,3.25,3530,20012,2,0,3530,0,1986,98052
800000,5,2,2960,10960,1,0,1500,1460,1957,98005
472500,3,2.5,1650,3711,2,0,1650,0,1996,98052
549950,4,2.5,2720,13500,1,0,1510,1210,1969,98007
575575,3,1.75,1516,2897,1,0,998,518,1925,98103
545000,4,3.25,4386,12275,1,0,2356,2030,2006,98092
340000,3,2.25,2580,7434,1,0,1630,950,1963,98133
225000,3,1,960,5512,1,0,960,0,1963,98056
299950,2,1.75,1460,10506,1,0,1460,0,1983,98031
829900,4,3.5,3840,4000,2,0,2640,1200,2001,98105
340000,4,2.5,2090,4200,2,0,2090,0,2007,98038
515000,4,2.25,2470,7800,1,0,1470,1000,1975,98052
601000,4,2.5,2090,6906,2,0,2090,0,1992,98029
470000,3,2.5,2070,8581,2,0,2070,0,1994,98059
371500,3,1,1650,6400,1,0,980,670,1954,98106
550000,3,1.75,1880,45738,1,0,1410,470,1980,98072
242550,4,2.5,2060,7720,2,0,2060,0,1995,98023
367500,3,1.5,1410,9647,1,0,1410,0,1961,98177
359000,4,3.5,2770,8763,2,0,2100,670,1996,98003
204900,3,2,1390,8245,1,0,1390,0,1984,98001
850000,4,2.75,5440,239580,1,0,2720,2720,1969,98001
187000,3,1.5,1280,4452,2,0,1280,0,1985,98002
326000,3,2.75,1720,28000,1,0,1720,0,1958,98058
340000,3,2.75,1720,28000,1,0,1720,0,1958,98058
330000,6,2.25,3040,28535,1,0,1890,1150,1951,98030
782000,4,3.5,3780,7769,2,0,3110,670,2001,98052
612000,4,2.5,2670,5974,2,0,2670,0,1999,98034
400000,3,2,1350,7216,1,0,1350,0,1964,98177
941500,5,3.5,3490,9680,2,0,2460,1030,1980,98177
313000,2,1.5,870,747,2,0,800,70,2004,98103
735000,4,2.25,2410,4250,1.5,0,1460,950,1929,98117
471000,3,1.75,1640,10123,1,0,1340,300,1977,98011
350000,3,1,1540,9800,1,0,1540,0,1950,98155
530000,4,2.5,2370,9601,1,0,1570,800,1976,98027
415000,4,3,1830,9548,2,0,1830,0,1991,98028
639500,4,2.25,2330,8994,2,0,2330,0,1986,98052
580379,4,2.75,2240,27820,1.5,0,2240,0,1976,98075
378000,2,2.5,1700,2513,2,0,1700,0,2009,98065
265000,3,2.25,1750,9298,1,0,1410,340,1969,98058
212000,3,1.75,1100,9750,1,0,1100,0,1967,98023
400000,4,3,2320,13068,2,0,2320,0,1998,98198
750000,4,2.5,2540,6491,2,0,2540,0,1997,98008
384900,5,2.5,3090,12750,1,0,1750,1340,1968,98023
176000,2,1,770,5200,1,0,770,0,1969,98042
350000,3,2.75,2370,4632,2,0,2370,0,2002,98038
168000,3,1,1200,7210,1,0,1200,0,1977,98030
358000,4,2,2200,3060,1,0,1100,1100,1908,98118
580000,3,2.75,2660,32757,1,0,2660,0,1975,98077
442500,3,1.75,1600,10280,1,0,1050,550,1977,98034
515000,2,2.5,1330,1249,3,0,1330,0,2004,98105
554000,5,2.5,3440,12900,1,0,1720,1720,1958,98166
659000,3,2.5,2510,6320,2,0,2510,0,1996,98075
414999,4,2.5,2150,10098,1,0,1090,1060,1963,98034
275000,3,1.5,1180,10277,1,0,1180,0,1983,98045
193000,2,1,680,8640,1,0,680,0,1951,98188
525000,4,2.5,2840,4750,2,0,2840,0,2002,98058
424000,3,2.5,1820,7500,2,0,1820,0,1985,98052
455000,2,1,1070,5150,1,0,870,200,1908,98117
463000,2,1,1250,5650,2,0,1250,0,1943,98126
1100000,4,2.5,2190,6300,1,0,1240,950,1960,98033
523000,3,1.75,3000,5413,2,0,1900,1100,1963,98115
615000,4,1.75,2270,9830,1,0,2270,0,1959,98005
1515000,4,4,4500,11795,2,0,4500,0,1991,98027
870000,5,4,3400,5000,2,0,2320,1080,1900,98107
710000,3,2.5,2830,9680,2,0,2830,0,1991,98074
215000,3,1,960,9563,1,0,960,0,1967,98023
590000,2,1,1530,6450,1,0,1530,0,1920,98117
323000,5,2.5,2500,13034,1,0,1300,1200,1962,98092
279000,4,2,1560,7569,1.5,0,1560,0,1966,98058
535100,3,2.25,2070,7207,1,0,1720,350,1973,98177
830000,5,2.25,2710,19800,1,0,1910,800,1959,98005
815000,4,2.5,3150,4203,2,0,3150,0,2002,98033
535900,3,2.25,1880,10880,1,0,1480,400,1975,98008
230000,3,1,1250,8800,1,0,1250,0,1955,98146
325500,4,1.75,2290,8142,1,0,1490,800,1969,98055
359000,3,2.25,1990,4331,2,0,1990,0,1997,98056
505000,3,2.5,2100,5824,2,0,2100,0,1999,98065
253905,3,1,940,8400,1,0,940,0,1958,98056
369950,3,1.75,1640,4860,1,0,1200,440,1965,98125
350000,3,2.25,1860,8378,2,0,1860,0,1995,98038
650000,4,2.25,2100,2500,3,0,2100,0,2001,98115
295000,3,1.75,1500,15246,1,0,1500,0,1925,98070
620000,3,1.75,1680,28046,1,0,1180,500,1948,98177
1998000,2,2.5,3900,920423,2,0,3900,0,2009,98065
246000,3,1,1400,7410,1,0,1400,0,1944,98166
430000,3,2.75,2600,12860,1,0,1350,1250,1965,98014
509990,3,2,1440,4859,2,0,1440,0,1921,98118
490000,4,1.75,1870,9500,1,0,1090,780,1962,98033
385000,4,2.75,2960,10454,1,0,2360,600,1979,98198
769000,4,2.5,2440,6733,2,0,2440,0,1999,98074
185000,2,1,1122,9100,1,0,1122,0,1960,98023
303500,3,1.5,1060,10464,1,0,1060,0,1973,98034
468000,4,2.5,2150,8165,1,0,1430,720,1957,98177
449950,4,2.5,3100,10000,2,0,3100,0,1978,98042
235000,2,1.5,880,1805,2,0,880,0,1999,98133
520000,4,2.5,2490,34947,2,0,2150,340,1985,98027
203000,2,1,1080,9067,1,0,1080,0,1951,98168
657000,5,2.5,2530,10190,1,0,1290,1240,1960,98008
275000,3,1,1200,7800,1,0,1200,0,1954,98126
540000,4,2.25,2850,7453,2,0,2850,0,1991,98072
455000,4,2.5,2950,4502,2,0,2950,0,2005,98059
458500,2,1.75,1160,6828,1,0,860,300,1941,98115
549900,4,3.5,3420,4751,2,0,3420,0,2003,98055
750000,3,1.75,2240,10578,2,0,1550,690,1923,98115
235000,4,1.75,1450,8891,1.5,0,1180,270,1962,98168
286000,4,2.5,1820,7930,2,0,1820,0,1989,98038
2650000,4,3.5,4700,13730,2,0,3500,1200,1958,98033
602000,4,1.75,2430,14000,1,0,1580,850,1963,98052
640000,3,1.5,1960,4080,1.5,0,1960,0,1915,98115
267000,3,1.75,1440,10920,1,0,1440,0,1977,98030
712000,4,2.5,2730,4385,2,0,2730,0,2001,98075
244500,2,1,910,9000,1,0,910,0,1923,98065
301000,2,1,910,9000,1,0,910,0,1923,98065
990000,4,2.5,2430,6325,2,0,2020,410,1919,98109
739999,4,2.75,3350,6500,2,0,3350,0,1999,98075
480000,4,1.75,2320,4322,1,0,1140,1180,1910,98144
305000,3,2.5,1260,1622,3,0,1260,0,2009,98133
703300,3,2,1980,3525,1.5,0,1590,390,1932,98117
265000,4,1.5,1580,8468,2,0,1580,0,1971,98001
600000,4,2.5,2710,35009,2,0,2710,0,1992,98045
253000,3,1,1400,9750,1,0,1400,0,1968,98198
617950,4,2.5,2410,7950,2,0,2410,0,1997,98034
385000,4,3.25,1790,2460,2,0,1100,690,2000,98106
319000,3,2,1640,9234,1,0,1060,580,1967,98118
696000,3,2.5,1670,8023,1,0,1170,500,1960,98008
345000,2,1,970,5750,1,0,970,0,1932,98126
380000,3,2.5,1610,1778,3,0,1610,0,2002,98115
647500,4,1.75,2060,26036,1,0,1160,900,1947,98166
725000,3,2.5,3570,35271,2,0,3570,0,1997,98027
269950,3,1.75,1400,7735,1,0,1400,0,1989,98038
875000,4,2.5,3470,32109,2,0,3470,0,1995,98077
299950,3,1,1210,9525,1,0,1210,0,1955,98106
1875000,4,3.25,3930,10929,2,0,3930,0,2006,98004
430000,2,1,990,4802,1,0,990,0,1947,98117
495000,5,2.5,2200,4942,2,0,2200,0,1989,98029
275000,3,1.5,1510,16200,1,0,1510,0,1970,98031
333000,3,1,1620,5040,1,0,1120,500,1964,98118
247000,3,2.25,1580,7941,2,0,1580,0,1986,98023
204555,3,1.75,1260,15000,1.5,0,1260,0,1983,98092
432000,3,2,2190,13673,1,0,2190,0,1994,98042
175000,3,1.75,1230,13056,1,0,1230,0,1962,98001
556300,4,2.5,2030,7140,1,0,1400,630,1968,98008
286000,2,1,780,3475,1,0,780,0,1930,98045
320000,2,1.5,1110,1200,3,0,1110,0,2000,98103
815000,3,2.5,2790,53143,2,0,2790,0,1991,98077
385000,4,1.75,1660,10757,1,0,1000,660,1980,98056
1039000,4,1,3410,5000,2,0,2190,1220,1910,98144
350000,4,2.25,2390,13002,2,0,2390,0,1987,98023
277000,4,2.5,1850,5880,2,0,1850,0,1998,98092
415000,6,2,2500,5200,1,0,1250,1250,1966,98118
295000,3,1,1000,8320,1,0,1000,0,1951,98155
969000,4,2,2450,5000,2,0,2200,250,1919,98116
339888,4,1.75,1440,6144,1,0,720,720,1947,98106
269950,3,2.25,1660,7003,2,0,1660,0,1996,98030
1185000,3,2.5,2510,4600,2,0,2510,0,2006,98034
780000,4,2.5,3090,12511,2,0,3090,0,1998,98075
198000,3,1,860,5185,1,0,860,0,1968,98042
350000,2,1,1220,28703,1,0,1220,0,1953,98056
350000,3,1,1010,7680,1,0,1010,0,1967,98034
319000,4,2.25,2390,7350,2,0,2390,0,1990,98023
311000,4,2.25,3340,8000,2,0,3340,0,1973,98023
394000,5,3.25,3620,4650,2,0,2790,830,2004,98038
1335000,5,2.25,4200,5800,2.5,0,2910,1290,1906,98112
2700000,5,2.75,3831,13800,2,1,3831,0,1959,98040
396000,3,1,1980,9540,1,0,1080,900,1949,98133
809000,4,1.75,1790,8372,1,0,1340,450,1976,98033
480000,3,2,1580,7400,1,0,1050,530,1977,98052
535000,6,1.75,2460,6000,1,0,1230,1230,1913,98115
425000,5,2.75,2110,5120,2,0,1870,240,1947,98106
408000,3,2.5,1470,1204,3,0,1470,0,2006,98117
1255000,4,2.5,3510,13100,2,0,3510,0,1966,98040
310000,1,0.75,520,2885,1,0,520,0,1947,98117
292000,3,2.5,1950,7421,2,0,1950,0,1996,98038
217000,2,1,770,9715,1,0,770,0,1942,98168
398500,4,2.5,2250,6064,2,0,2250,0,2005,98056
2250000,3,3,4040,7200,1.5,0,3340,700,1930,98112
700000,4,1.75,2360,6000,1,0,1280,1080,1955,98109
585000,4,2.5,2330,45860,2,0,2330,0,1989,98075
399950,3,1,1720,8910,1,0,1720,0,1954,98155
235000,3,1.75,1900,8540,1,0,950,950,1980,98168
212000,3,1,1040,6800,1,0,1040,0,1951,98178
310000,3,2,2070,9195,1,0,1220,850,1982,98074
539000,3,2,2070,9195,1,0,1220,850,1982,98074
390000,3,3,1550,1608,2,0,1280,270,2001,98122
560000,3,2.5,2020,11935,1,0,2020,0,1976,98052
800000,5,2.5,3320,9024,2,0,3320,0,1999,98075
1900000,4,3.25,4130,112521,2,0,4130,0,1978,98005
472000,5,2,2030,9804,1,0,1110,920,1963,98008
502550,3,1.75,1770,7875,1,0,1170,600,1958,98008
830000,4,3.25,3330,7809,2,0,3330,0,2004,98075
224950,4,2.5,2260,9686,1,0,1520,740,1965,98002
375000,3,2.5,1950,6871,2,0,1950,0,1997,98155
645000,3,2.5,2930,19900,1.5,0,2930,0,1983,98077
599000,3,2.75,1960,2500,1.5,0,1410,550,1926,98103
515000,4,2.5,2980,12534,2,0,2980,0,1996,98031
135000,2,1,780,6685,1,0,780,0,1948,98002
485000,3,2.5,1650,4218,2,0,1650,0,2000,98075
890000,3,3.25,4030,12765,2,0,2800,1230,1975,98005
215000,3,1,1010,10125,1,0,1010,0,1972,98042
299500,3,1,1190,9600,1,0,1190,0,1981,98045
800000,2,1,1050,8750,1,0,1050,0,1951,98004
275000,3,2.5,1560,4244,2,0,1560,0,2002,98038
256400,3,1.5,1490,7800,1,0,1010,480,1963,98003
310000,2,1,770,8149,1,0,770,0,1948,98155
385000,1,1,620,5100,1,0,620,0,1954,98144
203000,3,1.5,1200,9120,1,0,1000,200,1963,98055
285000,4,2,2120,6865,1,0,1060,1060,1954,98133
473975,3,2.5,2330,3610,2,0,2330,0,1999,98074
320000,3,1.75,2000,9760,1,0,1400,600,1978,98058
599000,5,2.75,2820,4608,1,0,1450,1370,1967,98117
580000,3,2,2040,4800,1,0,1020,1020,1925,98126
269500,4,2.25,1700,7056,2,0,1700,0,1999,98001
274000,2,1,820,6200,1,0,820,0,1954,98166
347000,2,1.75,1315,2162,2,0,1315,0,1974,98028
270000,3,1.75,1390,10905,1,0,860,530,1957,98106
1430000,3,2,1890,12017,1,0,1890,0,1949,98004
220000,3,1.75,1460,7226,1,0,1460,0,1993,98198
243000,3,1,1480,15416,1,0,1480,0,1955,98022
457500,3,1.75,1840,4030,1,0,1050,790,1925,98108
340000,2,1.75,1880,7208,1,0,940,940,1951,98115
657500,4,1.5,1910,5000,1.5,0,1610,300,1912,98105
332500,4,2.5,2220,4720,2,0,2220,0,1998,98038
340000,3,2,1410,10015,1,0,1410,0,1993,98045
350000,4,3,3380,16133,1,0,2330,1050,1959,98118
428000,4,2.5,1950,5602,1,0,1120,830,1966,98118
515055,4,2.5,2400,8320,2,0,2400,0,1999,98045
450000,3,1.75,1560,8968,1,0,1560,0,1972,98008
190000,3,1,1040,8910,1,0,1040,0,1943,98168
1000000,4,2.75,3090,16538,3,0,2590,500,1919,98116
299000,3,2.5,1850,4600,2,0,1850,0,2005,98058
508000,2,1,1200,2500,2,0,1090,110,1927,98112
294000,4,2.25,2190,3746,2,0,2190,0,2005,98038
320000,2,1,1380,5820,1,0,1380,0,1918,98117
641000,5,2.75,3710,8674,2,0,3710,0,1996,98056
675000,3,2.5,2320,98445,1,0,1380,940,1978,98072
255000,3,1.5,1110,10296,1,0,1110,0,1964,98042
286651,3,2.5,1830,4997,2,0,1830,0,2004,98001
607500,4,2.5,2460,45738,1,0,1650,810,1969,98075
765000,3,1,1270,6500,1,0,1270,0,1956,98033
334950,4,1.75,1700,40973,1,0,1700,0,1961,98031
426000,3,1,1130,9147,1,0,1130,0,1952,98033
775000,3,1.75,1640,18730,1.5,0,1640,0,1946,98004
343000,2,1.5,1040,8526,1,0,1040,0,1953,98155
470101,4,2.5,2320,7800,2,0,2320,0,1986,98028
195000,3,1.5,1200,7800,1,0,1200,0,1958,98002
772500,4,1,1720,4410,1.5,0,1720,0,1928,98117
450000,3,1.5,2330,11740,1,0,1330,1000,1954,98155
1437500,4,3.75,4410,9231,3,0,4410,0,2001,98118
525000,4,1.75,1650,8560,1,0,1650,0,1970,98052
280000,3,1.5,1370,11400,2,0,1370,0,1980,98045
270000,3,2.5,1770,8640,1,0,1420,350,1986,98001
406100,3,2.25,1410,1332,3,0,1410,0,2005,98103
332544,2,1.75,1710,4187,1,0,1710,0,1987,98055
110000,2,1,790,8250,1,0,790,0,1947,98188
685000,6,2.25,2770,5854,1.5,0,2120,650,1921,98112
461000,4,1,1260,8505,1.5,0,1260,0,1951,98177
615000,3,2.25,2300,8067,1,0,1300,1000,1979,98034
550000,2,1,1070,3000,1,0,870,200,1926,98103
1060000,4,3.5,3850,8100,2,0,2430,1420,1995,98033
685000,3,2.5,2320,219978,2,0,2320,0,1993,98053
1555000,5,2.5,2870,16238,2,0,2870,0,1962,98039
312000,4,2.5,1830,5175,2,0,1830,0,2003,98038
507500,3,1.75,1990,9594,1,0,1190,800,1977,98052
217000,3,1,1110,9827,1,0,1110,0,1966,98198
439000,3,2.25,1830,13477,1,0,1170,660,1981,98034
620000,6,3.5,3600,6875,2,0,2740,860,2004,98065
915000,4,2.5,3210,8532,2,0,3210,0,1998,98007
425000,4,2,1490,5300,1,0,1110,380,1977,98144
435000,2,1,990,5643,1,0,870,120,1947,98115
305000,3,2.25,1646,12414,2,0,1646,0,1996,98038
276000,2,1,720,4000,1,0,720,0,1918,98106
327500,3,2.25,2310,7200,2,0,2310,0,1990,98031
810000,3,2.5,2670,10481,2,0,2670,0,2003,98033
715000,3,3.25,3060,9055,2,0,2460,600,1994,98052
272000,3,1.5,1380,11760,1,0,1380,0,1963,98055
266000,2,1,700,5559,1,0,700,0,1949,98155
543000,3,1.5,1710,8364,2,0,1710,0,1944,98136
400000,3,2.5,1450,8064,1,0,1450,0,1984,98074
509500,5,2.25,2060,9000,1,0,1320,740,1961,98007
495000,3,3.5,2380,6250,2,0,1670,710,1997,98118
424950,4,2.5,2760,5564,2,0,2760,0,2001,98056
230000,3,1,940,10875,1,0,940,0,1957,98056
235000,4,1.5,1760,6150,1.5,0,1760,0,1951,98031
763000,3,2,1360,8752,1,0,1360,0,1942,98033
350000,3,1.75,2010,6150,2,0,2010,0,1939,98178
900000,3,1.5,2160,2260,2,0,1620,540,1917,98119
250000,3,1,930,6060,1,0,930,0,1973,98118
225000,3,2.5,1020,2040,2,0,720,300,2004,98106
255000,2,2,1360,5433,1,0,1360,0,1974,98198
161700,4,1.75,1720,7200,1,0,1220,500,1974,98023
336000,3,3,1790,13350,1,0,1190,600,1988,98178
410500,3,1,1150,6800,1,0,1150,0,1954,98133
502700,4,3.5,2710,14016,2,0,2710,0,1968,98155
505000,3,2.5,2400,9601,1,0,1390,1010,1977,98034
250000,3,1,1660,7650,1.5,0,1350,310,1910,98118
570000,3,1,1660,7650,1.5,0,1350,310,1910,98118
349900,4,2.5,2290,8796,2,0,2290,0,1994,98198
465000,3,2.5,2870,25663,2,0,2870,0,1988,98003
625000,4,3.25,4240,25639,2,0,3550,690,1989,98023
655000,3,1.75,1800,5102,1,0,1170,630,1952,98199
469000,4,1.75,2960,11347,1,0,1570,1390,1946,98166
355000,3,2.25,1980,7200,1,0,1300,680,1964,98177
596000,3,2.5,1730,2631,2,0,1730,0,2001,98005
790000,4,2.5,3020,36893,2,0,3020,0,1986,98077
885000,4,2.25,4470,86225,2,0,4470,0,1991,98053
1030000,4,3.25,2830,4000,2,0,1910,920,1912,98144
710000,4,1.75,2120,5400,1,0,1060,1060,1941,98199
428040,3,2.5,2150,9266,2,0,2150,0,1988,98028
1370000,5,2.25,3510,13843,1,0,1850,1660,1959,98040
546000,2,1,970,3400,1,0,970,0,1924,98109
540000,4,1,1360,5766,1.5,0,1360,0,1951,98115
